time,Locus_tag,name,COG_category,FC,sig,loc,res
3h,DLM_0657,menG,H,-0.393513787,,12,
3h,DLM_0658,degQ,O,-0.979830295,,10,
3h,DLM_0659,nth,L,-0.564298573,,11,
3h,DLM_0660,NA,,-0.173206337,,15,
3h,DLM_0661,rnfC,C,0.236015019,,4,
3h,DLM_0662,COG2878,C,0.084095209,,4,
3h,DLM_0663,NA,,-0.078345504,,15,
3h,DLM_0664,COG2905,T,-0.194678537,,3,
3h,DLM_0666,COG3781,S,0.185070659,,14,
3h,DLM_0667,acs,I,-1.233980333,Depleted,9,Both
3h,DLM_0668,dhlC,R,-1.462053962,Depleted,13,Both
3h,DLM_0669,COG3162,S,-1.017531291,,14,
3h,DLM_0670,lysR,K,-1.407404733,,2,
3h,DLM_0671,NA,,0.815056514,,15,
3h,DLM_0672,COG0397,S,0.454707401,,14,
3h,DLM_0673,COG4948,MR,-1.870505305,,5,
3h,DLM_0674,tdh,ER,0.378998962,,1,
3h,DLM_0675,uhpC,G,0.43323855,,6,
3h,DLM_0676,mtlD,G,0.442473578,,6,
3h,DLM_0677,gntR,K,0.099988311,,2,
3h,DLM_0678,lldP,C,0.08905282,,4,
3h,DLM_0679,tar,NT,-0.0973759,,8,
3h,DLM_0681,ppiB,O,0.084923972,,10,
3h,DLM_0682,ppiB,O,0.713973119,,10,
3h,DLM_0683,COG2326,S,0.443827637,,14,
3h,DLM_0684,sUL1,P,-0.035580738,,7,
3h,DLM_0685,COG2206,T,0.673695312,,3,
3h,DLM_0686,COG1032,C,0.086161731,,4,
3h,DLM_0687,NA,,0.139119114,,15,
3h,DLM_0688,NA,,-0.547180499,,15,
3h,DLM_0689,glnS,J,1.613694219,,12,
3h,DLM_0690,pfkA,G,-0.043361656,,6,
3h,DLM_0693,arnT,M,1.866859495,Enriched,5,
3h,DLM_0694,NA,,-0.398378613,,15,
3h,DLM_0695,acs,I,-0.714140161,,9,
3h,DLM_0696,leuA,E,0.600161064,,1,
3h,DLM_0697,COG4770,I,0.058390794,,9,
3h,DLM_0698,caiD,I,-0.777511728,,9,
3h,DLM_0699,COG4799,I,0.05496326,,9,
3h,DLM_0700,caiA,I,0.417259002,,9,
3h,DLM_0701,soxR,K,2.466852831,,2,
3h,DLM_0702,caiC,IQ,-0.141101628,,9,
3h,DLM_0703,COG3318,R,0.713389917,,13,
3h,DLM_0704,lysR,K,-0.224050215,,2,
3h,DLM_0705,COG4948,MR,-0.049834181,,5,
3h,DLM_0706,COG3254,S,0.089340026,,14,
3h,DLM_0707,COG3618,R,-0.209488564,,13,
3h,DLM_0708,NA,,0.14965378,,15,
3h,DLM_0709,fabG,IQR,0.080650561,,9,
3h,DLM_0710,hpcH,G,0.054431565,,6,
3h,DLM_0711,putA,C,0.434731405,,4,
3h,DLM_0712,caiA,I,0.610628311,,9,
3h,DLM_0713,COG3216,S,0.662779,,14,
3h,DLM_0714,mutT,LR,-0.536660337,,11,
3h,DLM_0715,NA,,-1.530235574,,15,
3h,DLM_0716,prkA,T,-0.889739946,,3,
3h,DLM_0717,COG2718,S,-0.19111317,,14,
3h,DLM_0718,spoVR,S,-1.514928495,Depleted,14,3D7E
3h,DLM_0721,fur,P,-0.39273205,,7,
3h,DLM_0722,aat,O,-0.377342383,,10,
3h,DLM_0723,COG2935,O,0.12834979,,10,
3h,DLM_0724,slyB,M,0.049877527,,5,
3h,DLM_0725,pyrD,F,-0.40517615,,12,
3h,DLM_0726,nfnB,C,0.99758302,,4,
3h,DLM_0727,motB,N,-1.330808695,,8,
3h,DLM_0728,sppA,OU,-1.06645193,,10,
3h,DLM_0729,nirD,PR,-0.634835798,,7,
3h,DLM_0730,gph,R,0.520979812,,13,
3h,DLM_0731,rluA,J,0.167025111,,12,
3h,DLM_0732,cafA,J,-0.251984419,,12,
3h,DLM_0734,lysR,K,0.240935341,,2,
3h,DLM_0735,potD,E,-0.011797692,,1,
3h,DLM_0736,potA,E,0.109337442,,1,
3h,DLM_0737,potB,E,-0.044517263,,1,
3h,DLM_0738,potC,E,0.144193949,,1,
3h,DLM_0739,putA,C,-0.009153485,,4,
3h,DLM_0740,NA,,-0.162546524,,15,
3h,DLM_0741,arpD,R,-0.031077677,,13,
3h,DLM_0742,emrA,V,0.430482507,,12,
3h,DLM_0743,tolC,MU,0.160299962,,5,
3h,DLM_0744,NA,,-0.103118093,,15,
3h,DLM_0745,NA,,0.136074641,,15,
3h,DLM_0746,trmA,J,0.415383618,,12,
3h,DLM_0748,erfK,S,-0.638212535,,14,
3h,DLM_0749,hslV,O,0.525840351,,10,
3h,DLM_0750,COG1281,O,-0.376728999,,10,
3h,DLM_0751,NA,,0.016718523,,15,
3h,DLM_0752,potD,E,-0.196062193,,1,
3h,DLM_0753,NA,,0.21010362,,15,
3h,DLM_0754,COG1956,T,-0.416979596,,3,
3h,DLM_0756,NA,,0.194235587,,15,
3h,DLM_0760,NA,,0.125116255,,15,
3h,DLM_0761,NA,,0.157380444,,15,
3h,DLM_0762,COG2842,R,-0.155692853,,13,
3h,DLM_0763,NA,,-0.39622526,,15,
3h,DLM_0768,NA,,-1.95399029,,15,
3h,DLM_0769,NA,,0.182141633,,15,
3h,DLM_0771,NA,,-1.194186371,,15,
3h,DLM_0773,NA,,-0.517319686,,15,
3h,DLM_0774,ampD,V,-0.560388408,,12,
3h,DLM_0776,NA,,-0.274337349,,15,
3h,DLM_0782,COG4383,S,-0.328417236,,14,
3h,DLM_0783,COG2369,S,-0.008407418,,14,
3h,DLM_0786,NA,,0.104139121,,15,
3h,DLM_0788,dam,L,0.017776514,,11,
3h,DLM_0789,COG4387,S,-0.342772529,,14,
3h,DLM_0790,NA,,-0.286309991,,15,
3h,DLM_0792,NA,,-0.276156473,,15,
3h,DLM_0794,COG3941,R,0.116340438,,13,
3h,DLM_0801,NA,,0.351788737,,15,
3h,DLM_0805,NA,,0.097511794,,15,
3h,DLM_0806,eRG9,I,0.537852035,,9,
3h,DLM_0807,eRG9,I,0.445203473,,9,
3h,DLM_0808,COG2907,R,0.003196626,,13,
3h,DLM_0809,fabG,IQR,0.239758821,,9,
3h,DLM_0810,NA,,-0.041757496,,15,
3h,DLM_0811,sms,O,0.011908564,,10,
3h,DLM_0812,rpoE,K,-0.518262932,,2,
3h,DLM_0813,NA,,-0.373555079,,15,
3h,DLM_0814,COG4378,S,-0.046468763,,14,
3h,DLM_0815,pulD,NU,-0.024153862,,8,
3h,DLM_0816,aarF,R,0.982405783,,13,
3h,DLM_0817,spr,M,2.391386164,,5,
3h,DLM_0821,mscK,M,0.0751301,,5,
3h,DLM_0822,ttrR,T,-0.013023027,,3,
3h,DLM_0823,mutT,LR,-0.485396109,,11,
3h,DLM_0824,chrA,P,-0.065194369,,7,
3h,DLM_0825,pgpB,I,-0.102077153,,9,
3h,DLM_0826,COG2215,R,-0.489821305,,13,
3h,DLM_0827,COG1937,S,0.535532197,,14,
3h,DLM_0828,elsH,R,-0.053649234,,13,
3h,DLM_0829,abcC,P,-0.39149845,,7,
3h,DLM_0830,abcD,P,0.338519893,,7,
3h,DLM_0831,nlpA,P,0.014477255,,7,
3h,DLM_0832,COG2514,R,0.37938999,,13,
3h,DLM_0833,COG1418,R,-0.121430028,,13,
3h,DLM_0834,indA,Q,0.090132263,,12,
3h,DLM_0835,lrp,K,0.063497137,,2,
3h,DLM_0836,tar,NT,0.502499704,,8,
3h,DLM_0837,COG4178,R,-0.318890645,,13,
3h,DLM_0840,COG1853,R,-0.065328825,,13,
3h,DLM_0841,virK,S,0.313323326,,14,
3h,DLM_0842,NA,,-0.194792672,,15,
3h,DLM_0843,pta,C,-0.494023448,,4,
3h,DLM_0844,dctQ,G,0.01658318,,6,
3h,DLM_0845,dctM,G,-0.289997495,,6,
3h,DLM_0846,dctP,G,-0.031548511,,6,
3h,DLM_0847,BaeS,T,0.142999859,,3,
3h,DLM_0848,nadB,H,-0.220990594,,12,
3h,DLM_0849,NA,,0.182644402,,15,
3h,DLM_0855,atoS,T,-1.145341052,,3,
3h,DLM_0856,COG4977,K,0.187143817,,2,
3h,DLM_0857,hisP,E,-0.711532974,,1,
3h,DLM_0858,artM,E,-0.032840449,,1,
3h,DLM_0859,artQ,E,-0.021753816,,1,
3h,DLM_0860,hisJ,ET,0.215517303,,1,
3h,DLM_0861,hisJ,ET,0.604708963,,1,
3h,DLM_0862,COG2902,E,-0.320281416,,1,
3h,DLM_0863,NA,,-0.055105269,,15,
3h,DLM_0864,rhaT,GER,0.326359906,,6,
3h,DLM_0865,rimL,J,-0.135259935,,12,
3h,DLM_0869,NA,,-0.015252949,,15,
3h,DLM_0870,dam,L,-0.44250871,,11,
3h,DLM_0872,NA,,-0.217990032,,15,
3h,DLM_0873,COG4388,R,-0.015574434,,13,
3h,DLM_0874,NA,,0.141087212,,15,
3h,DLM_0875,COG5005,R,0.27670775,,13,
3h,DLM_0876,COG2369,S,-0.240954395,,14,
3h,DLM_0877,COG4383,S,-0.064980758,,14,
3h,DLM_0878,COG4373,R,-0.010000676,,13,
3h,DLM_0880,NA,,0.435241488,,15,
3h,DLM_0883,NA,,0.262803184,,15,
3h,DLM_0885,ampD,V,-0.1908978,,12,
3h,DLM_0886,NA,,0.178016592,,15,
3h,DLM_0887,COG1357,S,0.746268378,,14,
3h,DLM_0888,NA,,-0.104751287,,15,
3h,DLM_0889,COG4382,S,0.231224582,,14,
3h,DLM_0891,NA,,0.350053218,,15,
3h,DLM_0892,NA,,-1.323469387,,15,
3h,DLM_0894,NA,,-1.213761909,,15,
3h,DLM_0895,NA,,-0.120445331,,15,
3h,DLM_0896,NA,,-0.11597226,,15,
3h,DLM_0897,COG2842,R,-0.177664893,,13,
3h,DLM_0898,NA,,0.514158546,,15,
3h,DLM_0899,tra5,L,0.102858346,,11,
3h,DLM_0901,COG2932,K,0.75195566,,2,
3h,DLM_0902,NA,,0.521692218,,15,
3h,DLM_0903,hipA,R,-0.206992051,,13,
3h,DLM_0904,NA,,-0.998208824,,15,
3h,DLM_0906,nlpD,M,0.390169828,,5,
3h,DLM_0908,vgrG,S,0.049272497,,14,
3h,DLM_0909,araC,K,0.063315768,,2,
3h,DLM_0910,fixA,C,-0.13412989,,4,
3h,DLM_0912,caiA,I,0.056512441,,9,
3h,DLM_0913,caiA,I,-0.236622291,,9,
3h,DLM_0914,NA,,0.363044085,,15,
3h,DLM_0915,putA,C,0.142716683,,4,
3h,DLM_0916,mauG,P,0.483073516,,7,
3h,DLM_0917,NA,,0.137814759,,15,
3h,DLM_0918,uup,R,0.367493451,,13,
3h,DLM_0919,NA,,-0.692999362,,15,
3h,DLM_0920,lysR,K,0.609593003,,2,
3h,DLM_0921,adhP,R,0.168211086,,13,
3h,DLM_0922,lrp,K,0.43509593,,2,
3h,DLM_0923,araC,K,-0.164823864,,2,
3h,DLM_0924,COG1881,R,0.802643579,,13,
3h,DLM_0925,NA,T,0.029218283,,3,
3h,DLM_0926,fabG,IQR,-0.249040778,,9,
3h,DLM_0927,fabG,IQR,-0.678270285,,9,
3h,DLM_0928,NA,,-0.317964281,,15,
3h,DLM_0929,dAP2,E,0.486420061,,1,
3h,DLM_0930,tra5,L,0.020619073,,11,
3h,DLM_0931,NA,,-0.010796646,,15,
3h,DLM_0932,cirA,P,0.000918942,,7,
3h,DLM_0933,COG2819,R,-0.223859726,,13,
3h,DLM_0934,NA,,-0.179869803,,15,
3h,DLM_0935,NA,,-0.502914968,,15,
3h,DLM_0936,piuB,S,-0.196494657,,14,
3h,DLM_0937,cheZ,NT,-0.242347235,,8,
3h,DLM_0938,cheY,T,0.613498321,,3,
3h,DLM_0941,NA,,0.062791202,,15,
3h,DLM_0942,atoS,T,0.238326865,,3,
3h,DLM_0943,eutC,E,0.251280691,,1,
3h,DLM_0944,eutB,E,0.289902177,,1,
3h,DLM_0945,potE,E,0.449110755,,1,
3h,DLM_0946,araC,K,0.045360067,,2,
3h,DLM_0947,aRO8,KE,0.294770697,,2,
3h,DLM_0948,rhtB,E,0.213177389,,1,
3h,DLM_0949,pncA,Q,-0.701041635,,12,
3h,DLM_0950,rhaT,GER,0.079993686,,6,
3h,DLM_0951,COG4977,K,0.42561405,,2,
3h,DLM_0952,COG3018,S,-0.214987544,,14,
3h,DLM_0953,NA,,0.111373942,,15,
3h,DLM_0954,rimI,R,-0.39273205,,13,
3h,DLM_0955,dacC,M,0.340181027,,5,
3h,DLM_0956,uvrB,L,-0.089401174,,11,
3h,DLM_0957,COG0385,R,-0.215829833,,13,
3h,DLM_0958,lysR,K,0.151829611,,2,
3h,DLM_0959,NA,,0.199439435,,15,
3h,DLM_0960,COG0727,R,-0.301463992,,13,
3h,DLM_0961,tar,NT,-0.121656843,,8,
3h,DLM_0962,COG5001,T,0.311326181,,3,
3h,DLM_0963,hisJ,ET,-0.304765086,,1,
3h,DLM_0964,COG3129,R,-0.051082622,,13,
3h,DLM_0965,wzb,T,-0.294033935,,3,
3h,DLM_0966,cheB,NT,-2.825394576,,8,
3h,DLM_0967,atoC,T,-3.800432908,Depleted,3,
3h,DLM_0968,fliE,NU,-3.64111968,Depleted,8,Both
3h,DLM_0969,fliF,NU,-3.29867241,Depleted,8,Both
3h,DLM_0970,fliG,N,-3.816758332,Depleted,8,Both
3h,DLM_0971,fliH,NU,-2.273018494,,8,
3h,DLM_0972,fliI,NU,-2.740426336,Depleted,8,Both
3h,DLM_0973,fliJ,NUO,-2.515588798,,8,
3h,DLM_0974,potA,E,0.519420661,,1,
3h,DLM_0975,thiP,P,-0.368548682,,7,
3h,DLM_0976,afuA,P,0.146236277,,7,
3h,DLM_0977,fliK,N,-2.010332383,Depleted,8,Both
3h,DLM_0978,fliL,N,-3.884822607,,8,
3h,DLM_0979,fliM,N,-3.835703892,Depleted,8,Both
3h,DLM_0980,fliN,NU,-3.046556409,,8,
3h,DLM_0981,fliO,N,-2.36477482,,8,
3h,DLM_0982,fliP,NU,-3.188847789,,8,
3h,DLM_0983,rimI,R,-3.496322938,,13,
3h,DLM_0984,fliQ,NU,-3.39673398,,8,
3h,DLM_0985,fliR,NU,-0.789507343,,8,
3h,DLM_0986,COG0217,S,0.08278782,,14,
3h,DLM_0987,pepP,E,0.18623171,,1,
3h,DLM_0989,ubiH,HC,-1.887289889,,12,
3h,DLM_0990,dsbG,O,-0.410537541,,10,
3h,DLM_0991,NA,,-0.275115922,,15,
3h,DLM_0992,aCB,I,-0.113809532,,9,
3h,DLM_0993,ald,E,0.017186875,,1,
3h,DLM_0994,ntrY,T,-0.245076212,,3,
3h,DLM_0995,COG4389,L,0.190757991,,11,
3h,DLM_0996,lysR,K,-0.578646203,,2,
3h,DLM_0997,htpX,O,0.047590746,,10,
3h,DLM_0998,terC,P,-0.71114195,,7,
3h,DLM_0999,eriC,P,0.150338232,,7,
3h,DLM_1000,putA,C,0.406971181,,4,
3h,DLM_1001,araJ,G,0.305682183,,6,
3h,DLM_1002,COG4948,MR,-0.005025279,,5,
3h,DLM_1003,betA,E,0.394461945,,1,
3h,DLM_1004,iclR,K,-0.176012837,,2,
3h,DLM_1005,NA,,-0.165321554,,15,
3h,DLM_1007,araJ,G,0.785846263,,6,
3h,DLM_1008,lysR,K,0.04419626,,2,
3h,DLM_1009,rhaT,GER,-0.142744985,,6,
3h,DLM_1010,araJ,G,0.362042746,,6,
3h,DLM_1011,NA,,0.42378104,,15,
3h,DLM_1012,NA,,0.688899509,,15,
3h,DLM_1013,NA,,0.247191512,,15,
3h,DLM_1014,lysR,K,0.103065833,,2,
3h,DLM_1015,glpR,KG,0.104056717,,2,
3h,DLM_1016,NA,,-0.190502668,,15,
3h,DLM_1017,serB,E,0.07772301,,1,
3h,DLM_1018,rbsB,G,-0.195596427,,6,
3h,DLM_1019,paaJ,I,-0.387629409,,9,
3h,DLM_1020,COG1359,S,0.183513234,,14,
3h,DLM_1021,uhpC,G,0.19909717,,6,
3h,DLM_1022,gntK,G,0.781625198,,6,
3h,DLM_1023,purR,K,-0.084537055,,2,
3h,DLM_1024,endA,L,0.298348005,,11,
3h,DLM_1025,NA,,0.79969495,,15,
3h,DLM_1026,COG4927,R,0.163069909,,13,
3h,DLM_1027,accC,I,-0.246952596,,9,
3h,DLM_1028,COG0388,R,-0.095371727,,13,
3h,DLM_1029,ompR,TK,0.535630076,,3,
3h,DLM_1030,kdpD,T,0.002815352,,3,
3h,DLM_1031,kdpC,P,0.393511696,,7,
3h,DLM_1032,kdpB,P,0.353840184,,7,
3h,DLM_1033,kdpA,P,0.069799591,,7,
3h,DLM_1034,NA,,0.371200592,,15,
3h,DLM_1035,NA,,-0.942842247,,15,
3h,DLM_1036,COG0730,R,-0.065252986,,13,
3h,DLM_1037,fcbC,R,0.129696655,,13,
3h,DLM_1038,dadA,E,-0.093923659,,1,
3h,DLM_1039,COG2603,R,0.342279996,,13,
3h,DLM_1040,selD,E,-0.179713345,,1,
3h,DLM_1041,tar,NT,0.123964055,,8,
3h,DLM_1042,clpA,O,0.321513468,,10,
3h,DLM_1044,NA,,-2.13353971,,15,
3h,DLM_1045,COG3450,R,0.216970412,,13,
3h,DLM_1047,tyrB,E,-0.189655129,,1,
3h,DLM_1048,NA,,0.771707412,,15,
3h,DLM_1049,spr,M,0.078954447,,5,
3h,DLM_1050,uup,R,-0.477835618,,13,
3h,DLM_1054,dedD,S,0.175356632,,14,
3h,DLM_1055,cvpA,R,-0.181649724,,13,
3h,DLM_1056,purF,F,0.662926896,,12,
3h,DLM_1057,metC,E,0.606541857,,1,
3h,DLM_1058,acrR,K,0.824445234,,2,
3h,DLM_1059,caiA,I,-0.026145805,,9,
3h,DLM_1060,COG1607,I,-1.628799408,,9,
3h,DLM_1061,fadL,I,2.440332394,Enriched,9,Both
3h,DLM_1062,NA,,0.553842247,,15,
3h,DLM_1063,fadB,I,-1.740519308,Depleted,9,
3h,DLM_1064,paaJ,I,-0.735438234,,9,
3h,DLM_1065,NA,,-1.352931042,,15,
3h,DLM_1066,rssA,M,0.087083957,,5,
3h,DLM_1067,trpC,E,-1.445771854,,1,
3h,DLM_1068,COG0429,R,0.223397411,,13,
3h,DLM_1069,moaB,H,-0.892658447,,12,
3h,DLM_1070,COG3028,S,-0.387791309,,14,
3h,DLM_1071,tldD,R,0.011346237,,13,
3h,DLM_1072,rssA,R,-0.039196147,,13,
3h,DLM_1088,COG0670,R,0.571071065,,13,
3h,DLM_1090,tig,O,-0.956392165,,10,
3h,DLM_1091,clpP,OU,-1.461593908,,10,
3h,DLM_1092,clpX,O,-0.500445867,,10,
3h,DLM_1093,lon,O,-0.624933145,,10,
3h,DLM_1094,himA,L,0.570192581,,11,
3h,DLM_1097,surA,O,-0.161525977,,10,
3h,DLM_1099,COG2081,R,0.49687464,,13,
3h,DLM_1101,COG3411,C,0.402063968,,4,
3h,DLM_1102,COG2945,R,0.655563507,,13,
3h,DLM_1103,COG0782,K,0.096471468,,2,
3h,DLM_1104,flgL,N,-0.357497386,,8,
3h,DLM_1105,map,J,0.380302799,,12,
3h,DLM_1106,ompC,M,0.412535632,,5,
3h,DLM_1107,NA,,-0.824400224,,15,
3h,DLM_1108,dinG,KL,0.340129146,,2,
3h,DLM_1109,ldcC,E,-0.18565405,,1,
3h,DLM_1110,argF,E,-0.784724082,,1,
3h,DLM_1111,argG,E,-1.17256131,,1,
3h,DLM_1112,NA,,0.440765287,,15,
3h,DLM_1113,rhtB,E,0.285479862,,1,
3h,DLM_1114,potE,E,0.044561948,,1,
3h,DLM_1115,COG2071,R,0.666161639,,13,
3h,DLM_1116,eutG,C,-0.163957045,,4,
3h,DLM_1117,putA,C,-0.055697063,,4,
3h,DLM_1118,glnA,E,-0.130858401,,1,
3h,DLM_1119,rpiR,K,-0.264508316,,2,
3h,DLM_1120,COG1666,S,0.811652422,,14,
3h,DLM_1121,COG2509,R,0.125267015,,13,
3h,DLM_1122,tar,NT,1.131351906,,8,
3h,DLM_1123,putA,C,0.518525626,,4,
3h,DLM_1124,ManC,G,0.298279431,,6,
3h,DLM_1125,COG2071,R,0.208760556,,13,
3h,DLM_1126,glnA,E,0.424779138,,1,
3h,DLM_1127,bioA,H,0.158122597,,12,
3h,DLM_1128,motA,N,-1.261626297,,8,
3h,DLM_1129,motB,N,-1.884018735,,8,
3h,DLM_1130,COG0220,R,0.054579736,,13,
3h,DLM_1131,COG1639,T,0.503646052,,3,
3h,DLM_1132,spoU,J,0.080171944,,12,
3h,DLM_1133,amiC,M,0.238854593,,5,
3h,DLM_1134,COG3755,S,-2.515588798,,14,
3h,DLM_1137,mltE,M,0.033268499,,5,
3h,DLM_1138,NA,,-0.188830104,,15,
3h,DLM_1139,trpE,EH,-1.244361191,Depleted,1,
3h,DLM_1140,gph,R,0.221376796,,13,
3h,DLM_1141,fabG,IQR,-0.695997203,,9,
3h,DLM_1142,rpe,G,0.090947115,,6,
3h,DLM_1143,apaG,P,-0.006008832,,7,
3h,DLM_1144,NA,,0.500352746,,15,
3h,DLM_1145,aTM1,O,0.413321027,,10,
3h,DLM_1146,rtn,T,0.795632519,,3,
3h,DLM_1147,COG5424,H,0.066551699,,12,
3h,DLM_1148,pepD,E,0.024852131,,1,
3h,DLM_1149,xerC,L,0.460191538,,11,
3h,DLM_1150,COG0714,R,-0.50296902,,13,
3h,DLM_1151,NA,,0.212292225,,15,
3h,DLM_1152,fcbC,R,0.265975394,,13,
3h,DLM_1153,uspA,T,-1.172766366,,3,
3h,DLM_1155,argE,E,0.187680101,,1,
3h,DLM_1156,COG0733,R,0.048423085,,13,
3h,DLM_1157,tag,L,0.047931812,,11,
3h,DLM_1158,COG1699,S,0.883039888,,14,
3h,DLM_1159,COG2833,S,0.284222604,,14,
3h,DLM_1160,NA,,0.037255791,,15,
3h,DLM_1161,NA,,0.452176675,,15,
3h,DLM_1162,COG0826,O,0.406547912,,10,
3h,DLM_1164,potD,E,0.136971167,,1,
3h,DLM_1165,potB,E,0.261846301,,1,
3h,DLM_1166,potC,E,-0.228240935,,1,
3h,DLM_1167,NA,,0.308591353,,15,
3h,DLM_1168,COG2220,R,0.316869404,,13,
3h,DLM_1169,argS,J,0.306563126,,12,
3h,DLM_1170,pepP,E,-0.37309403,,1,
3h,DLM_1171,srmB,LKJ,0.714183154,,11,
3h,DLM_1172,hfi,G,-0.098656076,,6,
3h,DLM_1173,mmsB,I,-0.005385053,,9,
3h,DLM_1175,COG3658,C,-0.333077245,,4,
3h,DLM_1176,NA,,-0.394867794,,15,
3h,DLM_1177,COG3909,C,-0.211491735,,4,
3h,DLM_1178,COG3909,C,-0.974127936,,4,
3h,DLM_1180,COG0523,R,-0.266528426,,13,
3h,DLM_1182,znuC,P,-0.302074528,,7,
3h,DLM_1183,znuB,P,-0.525192572,,7,
3h,DLM_1184,lraI,P,-0.389283481,,7,
3h,DLM_1185,COG2836,S,0.785230271,,14,
3h,DLM_1186,caiD,I,-0.037341196,,9,
3h,DLM_1188,mGS1,L,0.233897726,,11,
3h,DLM_1189,aes,I,0.397448782,,9,
3h,DLM_1190,lolA,M,-4.611685387,,5,
3h,DLM_1191,NA,,0.117695637,,15,
3h,DLM_1193,COG3146,S,0.094804366,,14,
3h,DLM_1195,NA,,0.186918825,,15,
3h,DLM_1196,hipA,R,0.183302133,,13,
3h,DLM_1197,lhr,R,0.102723812,,13,
3h,DLM_1198,NA,,-0.05787544,,15,
3h,DLM_1199,NA,,0.464182072,,15,
3h,DLM_1200,NA,,0.040227357,,15,
3h,DLM_1201,NA,,0.619651675,,15,
3h,DLM_1202,lysR,K,0.247553419,,2,
3h,DLM_1203,COG1917,S,0.384432373,,14,
3h,DLM_1204,tas,C,0.099933604,,4,
3h,DLM_1205,fabG,IQR,-0.077467685,,9,
3h,DLM_1206,lysR,K,0.42060234,,2,
3h,DLM_1207,putA,C,0.71112837,,4,
3h,DLM_1208,lysR,K,0.031393237,,2,
3h,DLM_1209,COG1979,C,0.337012317,,4,
3h,DLM_1210,fabG,IQR,0.538061732,,9,
3h,DLM_1211,wcaG,MG,0.914009641,,5,
3h,DLM_1212,proP,GEPR,0.239265668,,6,
3h,DLM_1213,aRA1,R,0.588159127,,13,
3h,DLM_1214,paaJ,I,0.339350052,,9,
3h,DLM_1215,araJ,G,0.293828591,,6,
3h,DLM_1216,dltE,R,0.390407786,,13,
3h,DLM_1217,dltE,M,0.073517549,,5,
3h,DLM_1218,mhpC,R,0.324051109,,13,
3h,DLM_1219,COG1733,K,-0.584289942,,2,
3h,DLM_1220,NA,V,0.402850762,,12,
3h,DLM_1221,acrA,M,0.293153109,,5,
3h,DLM_1222,acrR,K,0.024010122,,2,
3h,DLM_1223,tolC,MU,-0.287830156,,5,
3h,DLM_1224,lysR,K,0.806178855,,2,
3h,DLM_1225,lysR,K,0.598907328,,2,
3h,DLM_1226,osmC,O,0.77352197,,10,
3h,DLM_1227,putA,C,-0.058195448,,4,
3h,DLM_1228,thiJ,R,-0.245021782,,13,
3h,DLM_1230,cheW,NT,0.374846174,,8,
3h,DLM_1231,tar,T,0.058294382,,3,
3h,DLM_1232,tar,NT,0.752386536,,8,
3h,DLM_1233,cheW,NT,0.299762323,,8,
3h,DLM_1234,cheB,NT,0.385625175,,8,
3h,DLM_1235,COG1413,C,0.276622638,,4,
3h,DLM_1236,cheR,NT,0.409890081,,8,
3h,DLM_1237,cheY,T,0.28922393,,3,
3h,DLM_1238,cheA,NT,0.274252966,,8,
3h,DLM_1239,NA,,0.812598288,,15,
3h,DLM_1240,cheY,T,0.363752237,,3,
3h,DLM_1241,tar,NT,0.092772344,,8,
3h,DLM_1242,NA,,0.195550809,,15,
3h,DLM_1243,baeS,T,0.103413602,,3,
3h,DLM_1244,NA,,-0.155003878,,15,
3h,DLM_1246,NA,,0.191659764,,15,
3h,DLM_1247,COG5301,R,0.161296192,,13,
3h,DLM_1248,COG3778,S,0.238558046,,14,
3h,DLM_1249,xkdT,S,0.018567264,,14,
3h,DLM_1250,COG4381,S,-0.299290134,,14,
3h,DLM_1251,NA,,0.914009641,,15,
3h,DLM_1255,COG4379,R,0.28242826,,13,
3h,DLM_1256,COG4228,R,0.11531308,,13,
3h,DLM_1257,NA,,-0.114180124,,15,
3h,DLM_1258,NA,,0.159679879,,15,
3h,DLM_1259,NA,,0.351050206,,15,
3h,DLM_1260,COG4386,R,-0.030464285,,13,
3h,DLM_1261,NA,,0.165388839,,15,
3h,DLM_1262,COG5003,R,-0.452843179,,13,
3h,DLM_1263,COG4387,S,0.243629603,,14,
3h,DLM_1264,NA,,1.897487185,,15,
3h,DLM_1265,COG4397,R,0.384835471,,13,
3h,DLM_1266,NA,,0.233156738,,15,
3h,DLM_1267,COG4388,R,-0.288896239,,13,
3h,DLM_1268,COG5005,R,-1.138414861,,13,
3h,DLM_1269,COG2369,S,0.306746192,,14,
3h,DLM_1270,COG4383,S,-0.095381978,,14,
3h,DLM_1271,NA,,0.306228184,,15,
3h,DLM_1272,NA,,0.175156937,,15,
3h,DLM_1273,NA,,-0.361253818,,15,
3h,DLM_1274,NA,,-0.940407318,,15,
3h,DLM_1275,NA,,-0.011242197,,15,
3h,DLM_1276,NA,,0.806766067,,15,
3h,DLM_1277,NA,,-0.285185834,,15,
3h,DLM_1278,NA,,0.068497147,,15,
3h,DLM_1280,COG4382,S,0.641085359,,14,
3h,DLM_1282,NA,,-0.137918151,,15,
3h,DLM_1283,NA,,-1.638971213,,15,
3h,DLM_1284,hipB,K,0.05108835,,2,
3h,DLM_1285,NA,,-0.558137848,,15,
3h,DLM_1286,NA,,0.843359876,,15,
3h,DLM_1287,NA,,-0.423091335,,15,
3h,DLM_1288,COG2842,R,0.870302356,,13,
3h,DLM_1289,NA,,-0.264591066,,15,
3h,DLM_1290,NA,,0.083890107,,15,
3h,DLM_1291,nlp,K,0.822996641,,2,
